doc_id,sent_id,sentence,token_count,char_count,rating,topic,topic_prob
420,2,"Es werden keine überflüssigen Anwendungen aufgedrängt sondern nur dass, was wirklich notwendig ist.",13,99,2.0,-1,0.015131271825315182
7754,3,Unsere Tochter hat sich sofort wohl bei ihr gefühlt.,9,52,1.0,5,0.6195465416979934
7473,16,"Eine tropische Mücke."" Ich kann diese Praxis nicht empfehlen.",9,61,6.0,9,0.03983032635167902
4882,4,Im Oktober '15 hat er dann eine ästhetische Nasenkorrektur bei mir durchgeführt und ich bin so zufrieden!,17,105,1.0,-1,0.10531852711241876
3600,10,"Ich war doch sehr entsetzt, dass keine Beratung stattfand, sondern nur der Eindruck entstand, dass ich als Patient zu tun habe, was der Dr sagt.",25,144,5.0,-1,0.04674952476923304
1279,8,"Letztendlich war es tatsächlich keine Pilzinfektion, wie mir mein neuer Frauenarzt bestätigte.",12,94,3.0,4,0.15020318894345014
1761,5,"Die Antworten wirkten teilweise fachlich kompetent, teilweise aber auch unsicher.",10,81,6.0,6,0.0820547221502163
5797,5,Auch hier wieder Wartezeit im Anschluss 1/2 Stunde.,8,51,4.0,7,0.16783433223909328
243,0,"nimmt wenig Zeit, dafür kaum Wartezeit in der Praxis",9,52,3.0,1,0.4648548894367466
7025,5,"Entweder ist der Andrang so groß, oder hier werden Patienten nicht nur in zwei Klassen eingeteilt und Vitamin B nützt einem ebenso wie die Privatkasse.",25,151,4.0,-1,0.05486972986848472
7480,0,Nach meinem letzten Besuch in der Praxis Anstöß-Kehrbaum bin ich nun doch einigermaßen entgeistert und kann wirklich keine gute Beurteilung abgeben.,21,148,3.0,16,1.0
7004,4,"Ich habe schon von vielen Patienten gehört, die durch ihre homöopathische Behandlungen wahre ""Wunder"" erlebt haben.",16,115,1.0,-1,0.03846465115717343
272,4,"Er hat mich quasi rausgeworfen, obwohl der Grund für mein Verhalten meine Angst war.",14,84,5.0,0,0.12919325436760934
3600,11,Ich bin mal gespannt wie hoch die Rechnung bei einer so schlechten Leistung ausfällt.,14,85,5.0,-1,0.03949221528124426
2054,1,Jetzt bin ich in der 16.,6,24,2.0,-1,0.07605588581981128
408,5,"Herr Schumann selbst ist ebenfalls ein ruhiger, aber sehr freundlicher Mann.",11,76,1.0,30,0.46736698312781416
3107,0,"Mir tut es in der Seele weh, diesen Bericht zu verfassen, weil wir Frau Dr.",15,75,6.0,-1,0.04930745610065342
2463,3,Ich musste nicht lange warten und die Empfangsdame war ebenfalls freundlich.,11,76,4.0,3,0.06445764047103875
6934,0,"Da ich das Erstemal diese Praxis besucht habe, hatte ich mir vorher einen Termin geben lassen.",16,94,4.0,-1,0.02772214659607472
6198,1,Sie wirkt sehr beschuldigend wenn man nach sechs Monaten nicht sofort aufhört zu Stillen.,14,89,4.0,-1,0.031191635129013764
7593,3,Aber wenn man ihr gegenüber ruhig bleibt und ebenso nett ist auch mal ein paar Witze macht und sie durch die Jahre einfach besser kennenle dann ist sie eigentlich ganz lieb.,31,173,2.0,0,0.2942730766434003
3064,0,Die Behandlung war gut und erfolgreich.,6,39,4.0,10,1.0
3631,14,Kann den Arzt auf keinen Fall weiterempfehlen.,7,46,5.0,9,0.14586534917188557
7357,4,Eines Tages - anno 2000 - war ich bei Herrn Dr.,11,47,2.0,18,0.1947301986625527
529,1,Bevor ich zu ihm kam war ich eine Angstpatientin...die Angst vor dem Zahnarzt hat er mir genommen!,17,98,1.0,-1,0.05297501480077639
2622,0,Matzdorff und das Praxisteam sind immer sehr freundlich.,8,56,1.0,3,1.0
984,3,"Frau Turowski hat schon ihre Prinzipien, aber das ist nicht perse negativ gemeint.",13,82,2.0,-1,0.03870261412784686
1460,6,"Ersatzverfahren gibt, dass es ermöglicht, das Einlesen der Karte zu umgehen, bzw immer die Möglichkeit besteht, die Karte noch nachträglich einzulesen.",21,151,4.0,-1,0.10156600749393621
7142,2,"Ärztin ist knapp, dominant und unfreundlich mit mir umgegangen.",9,63,5.0,6,0.0705951382387086
1341,0,"Nach 1,5 Stunden Wartezeit, stand die Diagnose in einer Minute fest, ohne sich die betroffenen Körperteile ein mal angesehen zu haben.",21,134,5.0,0,0.1660587471049678
4958,1,Ich musste zwar ne Stunde warten dafür hat sich der Arzt lange zeir Genommen und meine Beschwerden ernst genommen!,19,114,2.0,-1,0.05537991415169799
1609,1,Schneider nimmt sich kaum Zeit für ein Gespräch.,8,48,5.0,1,0.4850170158315219
2624,3,Manchmal frage ich mich von wo manche Ärzte ihren Dr.,10,53,6.0,1,0.7615151622443699
7857,1,Günther es nicht für notwendig mich zu untersuchen geschweige den einen Blick auf meinen Rücken zu werfen.,17,106,6.0,-1,0.029949631540894008
4050,1,Schmidt überwiesen bezüglich der Abklärung einer Fehlbildung.,7,61,5.0,-1,0.18874231705730296
6588,0,Ich war/bin Patientin bei Herrn Dr.,6,35,1.0,1,0.8143432295534945
7625,0,"Schnelle, kompetente und präzise kurz gehaltene Behandlung.",7,59,1.0,14,1.0
7447,1,Dünnbier nahm sich die dafür notwendige Zeit und ging auf meine Fragen und Sorgen ein.,15,86,2.0,2,0.19913449563422672
7710,0,Ich war zwei mal bei ihr zur Vertretung und sie war jedes mal unmöglich.,14,72,6.0,-1,0.06725146354225552
7360,4,Ich fühle mich in dieser Praxis inzwischen leider unerwünscht.,9,62,2.0,5,0.21717081349780293
2628,10,"Entgegen meines ersten Eindrucks habe ich mich also in der Praxis sehr gut betreut gefühlt und die vorgeschlagene Behandlung hat das, was der Daglfinger Opi, ein Hals-Nasen-Ohren-Arzt und ein Orthopäde zusammen geleistet haben, komplett in den Schatten gestellt.",38,262,1.0,-1,0.07878470199442278
493,5,"Das passt ins Gesamtbild, beim ersten Termin hatten mich 2 Std warten lassen um dann den falschen 'Spezialisten' ins Behandlungdzimmer zu schicken.",22,147,6.0,-1,0.23461623393200207
489,3,"Auf meine Bitte hin, wurde mir mitgeteilt, dass es an mir liegt, wie viel Stress ich habe und ich es steuern kann, notfalls soll ich dem Arbeitgeber von der Schwangerschaft berichten.",31,183,5.0,0,1.0
4214,0,"Dieser Arzt muss mann Kennen lernen,dann ist eine in giten Handen",11,65,2.0,-1,0.06378865550201075
5661,0,"Nico Petterich, ist ein sehr freundlicher und hilfsbereiter Arzt, durch seine Art Weise wirkt er eher wie ein Kumpel der Arzt ist, dadurch habe ich einen sehr positien Bezug zu ihm und gehe gern in die Praxis.",37,209,1.0,-1,0.0317518686241904
859,1,"Sehr freundlich, klärt alles genau auf, geht individuell auf die Bedürfnisse der Patienten ein.",14,95,1.0,2,0.5581951914098111
6859,4,"Ärztin ist zu Kindern nett, toleriert das Verhalten der Schwester aber offenbar!",12,80,5.0,-1,0.010339220685308218
7541,0,Wir waren zur Hüftsonographie vor Ort und insgesamt sehr zufrieden.,10,67,2.0,-1,0.012904419990316473
7177,0,Nach meiner grauer Star Operation ( die ich an meinem alten Wohnsitz habe machen lassen ) War ich das 1.,20,104,6.0,-1,0.06181041978178289
695,1,Ich habe dies der Schwester gesagt und wurde gebeten Platz zu nehmen.,12,69,2.0,-1,0.03096737465851001
118,8,Auch die Helferinen sind Top!,5,29,1.0,1,0.4852627281681728
5775,0,Ich bin Privatpatient und musste trotzdem 8 Wochen auf einen Termin warten.,12,75,2.0,7,0.0847833316907152
2870,5,"Aufgrund seines Potentials kann dieser Arzt mehr, als er in meinem Fall gezeigt hat - mit dramatischen Konsequenzen!",18,116,5.0,-1,0.03526768806495405
5504,0,"BUCK brauchen, er ist immer für uns da!",8,39,1.0,-1,0.0628743876380902
1601,0,"Auch mit Termin ist man nicht gut bedient , da die Wartezeiten gleich bleiben .",15,79,2.0,-1,0.027986687671154625
6053,3,Ist Blutabnahme oder ein EKG notwendig bekommt man einen Termin dazu in 2Wochen!.,13,81,3.0,-1,0.055585170370890495
871,1,Somit ist kein wirkliches Vertrauensverhältnis möglich.,6,55,4.0,10,0.04498524832293254
4704,1,Vor Ort wartet man dann ewig.,6,29,5.0,7,0.26065130220161764
7785,7,Gott sei dank gibt es auch noch solche Mediziner.,9,49,2.0,-1,0.07519902753095757
1462,4,"Als ich dies dann beim nächsten Termin ansprach, meinte die Ärztin nur, dass ich mir alles einbilde.",17,100,5.0,0,0.3657938568970765
4892,5,Daneben hat er auch eine homöopathische Zusatzausbildung und bietet gute Alternativen um meine Tochter nicht gleich mit Hammermedikamenten zuzuballern wenn es nicht nötig ist.,24,175,1.0,-1,0.11284475534522735
7320,0,Hier fühlt man sich behandelt wie ein Erwachsener dem zugetraut wird sich selbst eine differenzierte Meinung zu bilden und eigene Entscheidungen zu treffen.,23,156,1.0,-1,0.26462589081738275
4110,3,"Als ich dann im Zimmer war, wurde ich gründlich Untersucht, ein Röntgenbild wurde angefertig und die anschließende Therapie erfolgte auch (Spritzentherapie).",21,157,2.0,4,0.09059275970226072
5660,1,"Ich war mit meinem 7-jährigen Sohn jetzt insgesamt 3 mal dort, er wurde zwar angehört, aber es war alles sehr unangenehm für die Eltern und ihn und es wurde eine komplett unzureichende Diagnose gestellt.",34,203,4.0,0,0.15757681817952987
6045,1,Wäre fast an einer Eileiterschwangerschaft gestorben.,6,53,6.0,-1,0.043468423211366645
5517,4,Ich fühle mich bei ihm und seinem Team in besten Händen.,11,56,1.0,5,0.09799176337728664
809,3,"Beim nachfolgenden Telefontermin, bei dem ich die Ergebnisse erfuhr, wurde ich auf eine Nachfrage mit der Antwort abgespeist, dass sie dies in 5 Minuten Telefontermin nicht beantworten könne.",28,191,6.0,-1,0.09824604107275231
2630,0,"Ich fühle mich als Patient nicht ausreichend aufgeklärt und vermute,dass hier die Unwissenheit der Patienten dafür genutzt wird, Privatleistungen abzurechnen!",20,158,5.0,-1,0.1825858408715959
5488,0,Ich war VIELE Jahre Patient in dieser Praxis.,8,45,5.0,18,0.10473097189369028
612,1,Bin schon seit einigen Jahren Patient dort und fühle mich immer wohl und gut aufgehoben !,16,89,1.0,27,0.25388623121883996
3041,1,"Man hat manchmal das Gefühl, dass man nur durchgereicht wird.",10,61,3.0,20,1.0
1580,1,"Außerdem wurde ich als privat Patentien abgezogen wo es nur möglich war. (Bsp. unnötige Blutuntersuchungen auf Schilddrüsenfunktion, ich bin 19 Jahre alt und hatte keine Beschwerden).",26,183,5.0,-1,0.07747228429721426
7948,3,Wirklich Zeit genommen hat sie sich nicht !,8,43,4.0,2,1.0
99,2,"Termine habe ich meist relativ kurzfristig bekommen, in der Praxis musste ich allerdings ein wenig warten.",16,106,1.0,-1,0.010504487675661575
4437,1,Ich bekam direkt am nächsten Tag einen Termin und fühlte mich sehr gut beraten und aufgeklärt.,16,94,1.0,5,0.022557573521030654
4071,0,Bin sehr zu Frieden mit dem Arzt,7,32,1.0,11,0.7815926773949134
6553,4,"Dann wurde mir bescheinigt, dass der Test positiv sei.",9,54,6.0,-1,0.03753611343023153
2006,2,Damit war die Behandlung auch schon vorbei.,7,43,5.0,-1,0.010215704658691488
6067,0,Zu viele Igel Leistungen belasten das Vertrauensverhältnid,7,58,3.0,-1,0.011221183793826318
6508,5,"Auf meine Nachfrage, ob ich ein weiteres Rezept für Krankengymnastik am Gerät erhalten könnte, um Muskulatur aufzubauen und mich nicht nur massieren zu lassen, was der Rat verschiedenster Physiotherapeuten und früherer Orthopäden war, verschrieb er mir ein weiteres Rezept für normale Krankengymnastik.",42,302,5.0,4,0.06446556906713886
1618,5,"Und das obwohl sie mich angerufen hat und ich dann davon ausgehe, daß sie sich auf das Telefonat vorbereitet.",19,109,4.0,-1,0.08664719082938303
4366,6,"Diese wird sehr gründlich, geschickt und zügig ausgeführt, so werden keine unnötigen Kosten verursacht.",14,103,1.0,-1,0.01261760084067774
4629,3,Dorthin were ich wohl nicht erneut gehen!,7,41,4.0,-1,0.009169682581478652
811,2,Es wird großzügig mit dem Gelben-Zettel umgegangen.,7,51,3.0,-1,0.02436836229479584
4702,4,Doch auch hier können Muttermale vorhanden sein wie ich erfuhr.,10,63,1.0,-1,0.008405832408411128
1284,0,"Ich war sehr froh, mit akuten Beschwerden so kurzfristig einen Termin bekommen zu haben.",14,88,6.0,19,1.0
4369,3,Dieser schaute in meine Ohren und konnte nichts feststellen und schickte mich mit Schmerzmitteln nach Hause.,16,108,5.0,-1,0.02664773719742777
3176,2,Bis zu diesem Zeitpunkt hätte ich sie mit 1 bewertet.,10,53,3.0,15,0.07938907617821896
4373,0,ganz ganz schlimmer Arzt... der einem nach einem Unfall unterstellt dass man sich geprügelt hat..,15,97,6.0,0,0.3720974783577336
4792,0,"Also im Grunde sollte jeder seine Eigenen Erfahrungen machen, Empfehlen würde ich ihn absolut nicht, sind sie gestresst in der Praxis treten sie sehr sehr Unverschämt und unfreundlich auf.",29,188,5.0,-1,0.07180632819125664
4477,2,Die Praxis ist modern und das Team ist sehr freundlich.,10,55,1.0,3,0.33980074070615485
1419,0,Ein unglaublicher Quacksalber: Die Diagnosen falls vorhanden sind durchweg falsch.,10,82,5.0,4,0.4629709051768855
2126,2,"Selten freut man sich auf einen Arztbesuch, bei ihr ist es aber genauso.",13,72,1.0,-1,0.10946739951026735
6568,2,"Versucht man anzurufen für einen Termin, dann ist ständig besetzt.",10,66,4.0,-1,0.29245178198480076
538,4,"Apothekenvergabe scheint ausgeschlossen, Wochenende, Urlaub gibt es nicht=zuviel Aufwand, zuwenig Verdienst",11,107,5.0,-1,0.14754070197869587
5078,2,Geht bloß zu einem anderen Arzt es sei den man mag es eine dominante Ärztin vor sich zu haben. !!!!,20,99,5.0,0,0.2211451284562757
2763,5,Das ist aber kein Einzelfall bei Frau Schatz.,8,45,2.0,25,0.1169298411295826
5993,1,"Immer freundlich, hört zu, nimmt sich Zeit und erklärt die Behandlung.",11,70,1.0,2,0.36927251789024385
1870,0,"Ich hatte telefonisch einen Termin vereinbart, um einen Spezialtest machen zu lassen.",12,85,6.0,13,1.0
7001,0,Der Arzt kommt sehr unfreundlich und arrogant rüber.,8,52,6.0,6,0.4402875988752773
255,4,"Zudem ist mir wichtig das ich trotz meines momentanen immensen Gewicht ernst genommen werde und mich nicht als ""fette Tonne"" abgestempelt gefühlt habe.",23,151,1.0,-1,0.09294041544194429
4196,0,"Ich war bereits in der Vorgängerpraxis langjährige, zufriedene Patientin.",9,73,1.0,18,0.14704641262219192
3849,0,"Die Behandlung durch den Arzt konnte ich leider nicht wahrnehmen, da ich einen weiteren Arzttermin hatte.",16,105,4.0,-1,0.02017367777129135
1934,1,"Zitat Der Pat. soll einen Tag früher aufgenommen werden, ohne ausreichende Begründung.",12,86,5.0,-1,0.05234195968836586
4632,6,Entweder 130 Euro oder Schmerzmittel hatte Sie gesagt.,8,54,6.0,-1,0.03444994935295927
3068,1,Die Sprechstundenhilfen sind oft unfreundlich.,5,46,2.0,6,0.10188828583844355
7213,5,"Bleiben Sie gesund, damit auch Andere noch davon profitieren können.",10,68,1.0,-1,0.04116494889037465
3282,1,"Zamani ist sehr kompetent, einfühlsam freundlich und ich hab mich super aufgehoben gefühlt.",13,91,1.0,-1,0.020551595209016386
6882,11,"Er fasste zusammen, wie er die Aufzeichnungen aus den letzten Untersuchungen interpretierte, wo er für die Zukunft Beobachtungsschwerpunkte sähe, in welchen Abständen ich mich vorstellen sollte und welche Untersuchungen aus seiner Sicht (un-)wichtige wären, wie die Sicht der Krankenkasse dazu sei etc.",42,302,2.0,-1,0.09692936565340193
7440,4,Die Sprechstundenhilfe ist auch sehr freundlich!,6,48,1.0,3,0.2019388100246587
156,3,"Wurde nicht besser, nach einigen Rezepten gab es kein neues, aber ich sollte bitte nicht auf den Gedanken kommen, das Kind nochmal vorzustellen, würde sowieso kein neues Rezept bekommen.",29,186,5.0,-1,0.03509465792994796
710,5,Hat sich null Zeit genommen.,5,28,5.0,2,1.0
816,1,"Trotzdem hat man als Patient nie den Eindruck, irgendwie dazwischengeschoben oder gar ""von oben herab"" behandelt zu werden, im Gegenteil: Er nimmt sich eingehend Zeit für den Patienten, geizt nicht mit gründlichen Untersuchungen und erklärt die nötigen Sachverhalte verständlich und ""auf Augenhöhe"".",42,299,2.0,-1,0.0368264312099284
4231,1,"Top organsiert, aber immer genügend Zeit für den Patienten.",9,59,1.0,2,0.1095812072535956
316,0,Ich habe mich in dieser Praxis sehr wohl und gut aufgehoben gefühlt.,12,68,1.0,5,0.3525938924589018
5925,2,Möchte den patienten zudem auch ungerne an fachkollegen überweisen.,9,67,4.0,-1,0.013293465996694592
7839,0,Wenn man einen vertrauenwürdigen langjährigen Frauenarzt sucht ist man hier komplett falsch!,12,92,4.0,-1,0.05614058309871164
4708,2,Ich habe den Arzt gewechselt.,5,29,3.0,-1,0.07893542003030013
1328,4,Ich kann Herrn Schwemm-Schiffler uneingeschränkt weiterempfehlen.,6,65,1.0,9,1.0
315,9,"Für mich war das der letzte Besuch in dieser Praxis, mit mir wird der Arzt kein Geld mehr verdienen.",19,100,5.0,-1,0.07349425051291271
3411,0,Herr Skonietzki hat mich 4 Mal mit den selben Beschwerden empfangen.,11,68,6.0,-1,0.04362191398165255
1831,0,Kompetent und freundlich - super Team,6,37,1.0,3,0.490820117665916
7377,2,Leider war im Ernstfall kein Verlass.,6,37,3.0,29,1.0
7216,0,"Ich war bis jetzt nur mit meinem Baby bei ihm zum impfen und U3, habe aber den Eindruck gewonnen, dass er elterliche Sorgen nicht sehr ernst nimmt und zu locker damit umgeht.",32,174,2.0,-1,0.15814980663441197
601,3,Aber gut nur den schwangerschaftstest gemacht der im Nachhinein auch noch als Rechnung kahm ohne das ich das wusste das er was kostet!!,23,135,6.0,0,0.18051683802337842
2812,2,Nach etwa einer halben Stunde Ruhezeit und Versorgung durch einen Pfleger kam Frau Dr.,14,86,6.0,-1,0.05860430496783313
389,1,"Ja es stimmt,ich muss mich meinen Vorgängern anschließen und zugeben das die Praxis eine etwas ältere Austattung hat.",18,117,1.0,-1,0.06351186241149422
539,1,"Es würde nicht nur Fett abgesaugt, sondern ich habe auch eine wundervolle Taille geformt bekommen.",15,98,1.0,-1,0.034602612591081966
1557,9,"Mergard war: ""Ja, das hängt schon alles irgendwie zusammen."" Insgesamt dauerte die gesamte Behandlung 20min, von denen wir 10Minuten im Gespräch waren.",22,151,5.0,-1,0.05813744202463834
7324,9,"Nicht zu empfehlen! (Außer natürlich, man hat Zeit auf einen Termin zu warten und ist nie akut krank.)",18,102,4.0,-1,0.2525834861293769
3393,5,Hingewiesen auf meine Schmerzen in der Lunge nur ein kurzes Schulterzucken.,11,75,5.0,23,1.0
4264,2,Dann einen völlig anderen Dr.,5,29,3.0,8,1.0
2197,4,"Auf Anfrage einer Bandage oder ähnlichem wurde ich nur ""angeranzt"", fand ihn nicht sehr freundlich.",15,99,5.0,-1,0.053895152152652635
4882,3,Er war offen und super freundlich und die Beratung hat mir auch sehr gut gefallen.,15,82,1.0,-1,0.03591168286759308
4398,0,"Körperliche Untersuchung minimal, schnelle Empfehlung einer Standardtherapie (die nichts nützte), keinerlei Bemühen, Ursachen für die Beschwerden zu erforschen, rein symptomatischer Blick - nachträglich durch Zufall und viel später kam klare Ursache zum Vorschein, Beschwerden verschwanden augenblicklich nach Behebung derselben.",39,329,4.0,4,0.3444161712993667
5783,4,"Lange Wartezeiten trotz Termin von bis zu 2 Stunden, immer!",10,59,2.0,7,1.0
734,3,"Die Praxis ist hell, freundlich und modern.",7,43,1.0,3,1.0
3694,13,"Durfte mir dann anhören, dass das doch gar nicht wehtun dürfte und das sogar Kleinkinder angenehm finden.",17,105,5.0,0,0.3009393811780464
1069,4,"Nach diesem Vorfall hatte ich sehr unangenehmen ""Nachgeschmack"".",8,64,5.0,-1,0.010197318654120708
2200,1,"Zuvor hatte ich ihn gebeten, das Rezept für die Logopädie zu verlängern.",12,72,6.0,-1,0.0418978652170213
7173,4,Die Ärztin nimmt sich wirklich Zeit für den Menschen.,9,53,1.0,2,0.5094597734167738
3288,3,Meine Tochter hatte mit etwa einem Jahr eine Fütterstörung und war ziemlich abgemagert.,13,87,6.0,-1,0.057858246034483723
5952,0,Ich kam mit einem Verdacht auf einen Bandscheibenvorfall zu ihm.,10,64,4.0,-1,0.025404717452158457
4912,10,"Und selbst wenn, ich wollte eine Beratung, wie ich die Narbe entfernen kann!",13,76,6.0,-1,0.04667521335954175
5140,23,3 andere Ärzte bestätigten mir nach 3 Monaten: Kein Krebs - kein Handlungsbedarf.,13,81,5.0,-1,0.017714963796141334
5604,8,"Ein Versuch dem werten Herrn zu erklären das mein behandelnder Therapeut etwas mehr macht und wesentlich zur Linderung meiner schmerzen beiträgt wurde mit der ""Budget-Keule"" kommentiert.",26,186,5.0,-1,0.0423142340991136
3586,3,"Auch mein Hinweis, dass Dr.",5,27,3.0,8,0.4326939731302435
141,4,"Freundlichkeit des gesamten Teams wird in dieser Praxis ebenso groß geschrieben, wie kurze Wartezeiten.",14,103,1.0,-1,0.019441565210109663
2763,2,B. an einem bestimmten Tag einen Termin.,7,40,2.0,1,0.72812098384671
3741,0,Ich bin nach wie vor mit der Betreuung in der Praxis von Frau Schillo-Eberz rundum zufrieden - das gilt für die Ärztin selbst und für Ihr gesamtes Team !,29,153,1.0,-1,0.008512228935372125
2228,3,Schubert mir durch genaue Erklärungen und seine offensichtlich große Erfahrung in diesem Bereich genommen - auch bei der OP selber fühlte ich mich bei ihm in guten Händen.,28,171,1.0,-1,0.03271944516536474
4764,2,"Er hat sich persönlich um einen MRT Termin bemüht und schon am nächsten Tag wurden die Aufnahmen gemacht, was mich sehr beeindruckte.",22,133,1.0,-1,0.031259854477383255
7639,3,Meiner Meinung nach hat die schlechte und falsche medikamentöse Vorbereitung dazu beigetragen und meine Schmerzen erheblich verschlimmert.,17,138,5.0,-1,0.03293632111730856
3073,5,Ich hatte ein Leberfleck im Gesicht wo ich drunter wirklich sehr drunter litt.,13,78,6.0,-1,0.01646213479289896
3800,6,"Ich muss wirklich sagen, dass Team ist super alle hamonieren und arbeiten ordentlich und freundlich den Patienten gegebüber .",19,125,2.0,-1,0.0712669192449473
3911,1,Würde jederzeit wieder zu ihr gehen.,6,36,1.0,12,0.04709121746963885
3989,5,"Die Wartezeit war aber dafür gut, zu beobachten, wie alle Patienten, die die Frage nach der Versichertenkarte mit ""nein, ich bin privat"" beantworteten teilweise ohne Termin in weniger als zehn Minuten aufgerufen wurden.",33,219,3.0,-1,0.02978043773312866
1868,6,"Dieser Arzt wünscht sich keine Patienten, sondern einen Fanclub.",9,64,6.0,-1,0.012576334886910082
4731,2,"Dazu lag auch direkt ein Flyer auf dem Tisch, den ich mir dann noch bevor die Ärztin kam durchlas, da er so gut platziert war.",25,126,5.0,-1,0.0954444796555776
7566,8,"Klingt unvorstellbar. * Weiterhin störend ist, dass der tatsächlich behandelnde Arzt von Termin zu Termin oft wechselt und den Stand der Behandlung nur aus der Patientenkartei kennt.",27,182,4.0,-1,0.0749785035965562
2437,0,Schmidt ist seit Jahren mein Hausarzt und immer freundlich und kompetent .,12,74,2.0,27,1.0
6387,5,Produkte würden nicht gegen bei den roten Püktchen helfen und generell immer Entzündungen hervorrufen und alles schlimmer machen.,18,129,6.0,-1,0.027521114377305905
6784,1,Habe in meiner Schwangerschaft 4 Ärzte abklappern müssen und habe endlich jemanden gefunden der sich Zeit nimmt und vor allem zuhört.,21,133,1.0,-1,0.026597847084594624
7595,2,"Die schlechten vergebenen Noten sind Resultat, das nur ungeeigneten Untersuchungen eingeleitet wurden.",12,102,4.0,-1,0.11714150739495222
2209,3,Hab mir zweit Meinung von einem anderen Arzt eingeholt und das war mein ganz großes Glück gewesen!,17,98,5.0,-1,0.0865640931067671
7024,9,"Ganze Praxis unfreundlich, schlecht organisiert und ich muss jetzt noch einmal zu einem anderen Arzt.",15,101,6.0,-1,0.036868137357082456
4059,2,"Erklärungen erfolgen in medizinischem Fachvokabular, Hinweise, wo man sich zum Krankheitsbild schlau machen kann, werden auch bei Nachfrage nicht gegeben.",20,154,5.0,-1,0.17065412335424535
1421,1,"Sie ist inkompetent, macht nicht mehr als sie muss und man muss ihr erst sagen was sie tun soll/was man braucht.",21,112,5.0,-1,0.04989326659192377
6195,10,Und so wurde quasi aus der Praxis hinauskomplimentiert!,8,55,5.0,-1,0.039359874117292505
1704,6,"Nun hätte sie mich an einen Wurzelspezialisten schicken können, es schien jedoch galanter mich direkt zu Chirurgen zu überweisen.",19,129,5.0,-1,0.06544672704434887
2444,10,"Einziger negativer Kritikpunkt ist für mich, dass man ohne Termin sehr lange warten muss.",14,89,2.0,-1,0.06338843856784675
1355,0,Rösing begleitet mich und meinen Mann bereits erfolgreich seit Jahren.,10,70,1.0,-1,0.06771316775719514
5483,0,Sillem ist ein absoluter Top Arzt und Sehr freundlich... einfach zu empfehlen.,12,78,1.0,-1,0.0193606905332627
4134,3,Eine IBU bei Bedarf hätte ich mir selbst auch verschreiben können.,11,66,5.0,15,1.0
6249,2,Praxis sauber und gut ausgestattet,5,34,2.0,3,1.0
415,0,Ich war bei Frau Dr.,5,20,4.0,8,0.5186942399910182
2854,8,Was dies angeht wurde mir auch schon alles mögliche versprochen.,10,64,2.0,-1,0.04673816412786165
813,9,"Herr Dr. schaute mich nicht an, tastete mich nicht ab - schrieb aber schon mal ein Schmerzmittel auf (was ich dankend ablehnte) um mir dann auf dem Sprung aus dem Raum hinzuwerfen, ich solle zwei neue Termine für einen Check machen...",41,234,6.0,0,0.36267353793077833
898,1,Diese Untersuchung soll in der 4.-5.,6,36,4.0,-1,0.0377235904269959
6376,8,Was ist das bitte für eine Medizin?,7,35,6.0,-1,0.04772498871120788
5354,1,"Krombholz hat mich zwar nicht wie durch ein Wunder geheilt (die Atemprobleme sind bisher unverändert) aber sie hat immerhin andere Tests gemacht und gibt mir etwas Hoffnung, dass es besser wird.",31,194,2.0,-1,0.07444634740812005
1116,0,Ein netter und kompetenter Arzt.,5,32,2.0,-1,0.14280296347777732
4795,1,Bei meinem Leberfleckentfernungstermin das gleiche Spiel.,6,57,6.0,-1,0.09515066356632311
4730,0,"Habe eine halbe Stunde im leeren Wartezimmer gewartet und dann an der Anmeldung gefragt wie lange es noch dauern wird, mir wurde sehr unfreundlich mitgeteilt dass ich nicht alleine wäre und noch andere da wären...",35,213,5.0,-1,0.0549911514012053
433,1,Natürlich auch bei Frau Ude persönlich.,6,39,1.0,21,0.3867397550294015
7475,5,Arzt helferinnen sehr gut .,5,27,6.0,-1,0.0673223301358219
5058,2,Ich hatt 9 Uhr Termin und nach fast drei.,9,41,5.0,13,0.08566471781980071
675,2,Diese sind derzeit total überlastet.,5,36,5.0,-1,0.01838392382702464
2585,1,Arzt / Ärztin zeitlich gestresst.,5,33,2.0,1,0.21430571565809053
3226,2,Ich habe diesen Fehler gemacht.,5,31,2.0,39,0.18980848655220456
7771,17,Ein Anruf bei der sehr netten Sprechstundenhilf und ihrer Nachfrage bei Frau Dr.,13,80,5.0,-1,0.006351607596460931
1361,2,Aus diesem Grund suchte ich auch einen kompetenten Facharzt.,9,60,4.0,-1,0.058329417760362164
2513,2,Sie kam sehr forsch und ohne Begrüßung in den Raum.,10,51,6.0,-1,0.007189154793884658
6856,0,Muss auch mal sein : Gesamtbild der Bewertung von Praxis und Arzt nur positiv.,14,78,1.0,-1,0.04145927948380544
3122,0,Alle sind sehr freundlich und hilfsbereit.,6,42,2.0,3,0.3158628612804567
4787,0,"Ich gehe in diese Arztpraxis seit ich klein bin, allerdings zur Ärztin und nicht zu ihm.",16,88,3.0,-1,0.013034926808598017
7381,1,"Ich war und bin dort immer gerne in Behandlung, es gibt keine langen Wartezeiten,die Praxis ist durch ihre innerstädtische Lage gut zu erreichen.",23,145,1.0,-1,0.023740143930613737
896,1,Schon nach meiner Schilderung der Problematik wusste Dr.,8,56,1.0,1,1.0
